date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:05:54	57464/57464	---M-Z	200	added ('OK')	text/html	etag:%22e078-5ee32aa084f00-gzip%22	https://themesflat.co/html/cyfoniihtml/help-center.html	D:/work/themesflat.co/html/cyfoniihtml/help-center.html	(from https://themesflat.co/html/cyfoniihtml/home-v3.html)
20:05:55	57000/57000	---M-Z	200	added ('OK')	text/html	etag:%22dea8-5ee32aa084f00-gzip%22	https://themesflat.co/html/cyfoniihtml/parti-asset.html	D:/work/themesflat.co/html/cyfoniihtml/parti-asset.html	(from https://themesflat.co/html/cyfoniihtml/home-v3.html)
20:05:55	79886/79886	---M-Z	200	added ('OK')	text/html	etag:%221380e-5ee32aa084f00-gzip%22	https://themesflat.co/html/cyfoniihtml/advisor.html	D:/work/themesflat.co/html/cyfoniihtml/advisor.html	(from https://themesflat.co/html/cyfoniihtml/home-v3.html)
20:05:56	59554/59554	---M-Z	200	added ('OK')	text/html	etag:%22e8a2-5ee32aa084f00-gzip%22	https://themesflat.co/html/cyfoniihtml/partner.html	D:/work/themesflat.co/html/cyfoniihtml/partner.html	(from https://themesflat.co/html/cyfoniihtml/home-v3.html)
20:05:56	81392/81392	---M-Z	200	added ('OK')	text/html	etag:%2213df0-5ee32aa084f00-gzip%22	https://themesflat.co/html/cyfoniihtml/about.html	D:/work/themesflat.co/html/cyfoniihtml/about.html	(from https://themesflat.co/html/cyfoniihtml/home-v3.html)
20:05:57	46384/46384	---M-Z	200	added ('OK')	text/html	etag:%22b530-5ee32aa084f00-gzip%22	https://themesflat.co/html/cyfoniihtml/roadmap.html	D:/work/themesflat.co/html/cyfoniihtml/roadmap.html	(from https://themesflat.co/html/cyfoniihtml/home-v3.html)
20:05:57	35083/35083	---M-Z	200	added ('OK')	text/html	etag:%22890b-5ee32aa084f00-gzip%22	https://themesflat.co/html/cyfoniihtml/team.html	D:/work/themesflat.co/html/cyfoniihtml/team.html	(from https://themesflat.co/html/cyfoniihtml/home-v3.html)
20:05:58	43889/43889	---M-Z	200	added ('OK')	text/html	etag:%22ab71-5ee32aa084f00-gzip%22	https://themesflat.co/html/cyfoniihtml/contact.html	D:/work/themesflat.co/html/cyfoniihtml/contact.html	(from https://themesflat.co/html/cyfoniihtml/home-v3.html)
20:05:59	148415/148415	---M--	200	added ('OK')	image/png	etag:%22243bf-5e9bef7bd7540%22	https://themesflat.co/html/cyfoniihtml/assets/images/layouts/deco.png	D:/work/themesflat.co/html/cyfoniihtml/assets/images/layouts/deco.png	(from https://themesflat.co/html/cyfoniihtml/home-v3.html)
20:06:00	212084/212084	---M--	200	added ('OK')	image/png	etag:%2233c74-5e9bef0966740%22	https://themesflat.co/html/cyfoniihtml/assets/images/layouts/avt-07.png	D:/work/themesflat.co/html/cyfoniihtml/assets/images/layouts/avt-07.png	(from https://themesflat.co/html/cyfoniihtml/home-v3.html)
20:06:00	204788/204788	---M--	200	added ('OK')	image/png	etag:%2231ff4-5e9bef7712a00%22	https://themesflat.co/html/cyfoniihtml/assets/images/layouts/banner-04.png	D:/work/themesflat.co/html/cyfoniihtml/assets/images/layouts/banner-04.png	(from https://themesflat.co/html/cyfoniihtml/home-v3.html)
20:06:02	335793/335793	---M--	200	added ('OK')	image/png	etag:%2251fb1-5e9bef7806c40%22	https://themesflat.co/html/cyfoniihtml/assets/images/layouts/banner-05.png	D:/work/themesflat.co/html/cyfoniihtml/assets/images/layouts/banner-05.png	(from https://themesflat.co/html/cyfoniihtml/home-v3.html)
20:06:02	108779/108779	---M--	200	added ('OK')	image/png	etag:%221a8eb-5e9bef8284500%22	https://themesflat.co/html/cyfoniihtml/assets/images/layouts/project-01.png	D:/work/themesflat.co/html/cyfoniihtml/assets/images/layouts/project-01.png	(from https://themesflat.co/html/cyfoniihtml/home-v3.html)
20:06:06	188788/188788	---M--	200	added ('OK')	image/png	etag:%222e174-5e9bef846c980%22	https://themesflat.co/html/cyfoniihtml/assets/images/layouts/project-03.png	D:/work/themesflat.co/html/cyfoniihtml/assets/images/layouts/project-03.png	(from https://themesflat.co/html/cyfoniihtml/home-v3.html)
20:06:06	200931/200931	---M--	200	added ('OK')	image/png	etag:%22310e3-5e9bef846c980%22	https://themesflat.co/html/cyfoniihtml/assets/images/layouts/project-04.png	D:/work/themesflat.co/html/cyfoniihtml/assets/images/layouts/project-04.png	(from https://themesflat.co/html/cyfoniihtml/home-v3.html)
20:06:06	182369/182369	---M--	200	added ('OK')	image/png	etag:%222c861-5e9bef8378740%22	https://themesflat.co/html/cyfoniihtml/assets/images/layouts/project-02.png	D:/work/themesflat.co/html/cyfoniihtml/assets/images/layouts/project-02.png	(from https://themesflat.co/html/cyfoniihtml/home-v3.html)
20:06:07	2817/2817	---M--	200	added ('OK')	image/png	etag:%22b01-5e8a3e1f81b00%22	https://themesflat.co/html/cyfoniihtml/assets/images/logo/brand-01.png	D:/work/themesflat.co/html/cyfoniihtml/assets/images/logo/brand-01.png	(from https://themesflat.co/html/cyfoniihtml/home-v3.html)
20:06:07	2496/2496	---M--	200	added ('OK')	image/png	etag:%229c0-5e8a3e2dcfcc0%22	https://themesflat.co/html/cyfoniihtml/assets/images/logo/brand-02.png	D:/work/themesflat.co/html/cyfoniihtml/assets/images/logo/brand-02.png	(from https://themesflat.co/html/cyfoniihtml/home-v3.html)
20:06:07	3902/3902	---M--	200	added ('OK')	image/png	etag:%22f3e-5e8a3e58ba200%22	https://themesflat.co/html/cyfoniihtml/assets/images/logo/brand-03.png	D:/work/themesflat.co/html/cyfoniihtml/assets/images/logo/brand-03.png	(from https://themesflat.co/html/cyfoniihtml/home-v3.html)
20:06:07	95534/95534	---M--	200	added ('OK')	image/png	etag:%221752e-5e9befe4becc0%22	https://themesflat.co/html/cyfoniihtml/assets/images/layouts/project-05.png	D:/work/themesflat.co/html/cyfoniihtml/assets/images/layouts/project-05.png	(from https://themesflat.co/html/cyfoniihtml/home-v3.html)
20:06:08	2217/2217	---M--	200	added ('OK')	image/png	etag:%228a9-5e8a3e39417c0%22	https://themesflat.co/html/cyfoniihtml/assets/images/logo/brand-04.png	D:/work/themesflat.co/html/cyfoniihtml/assets/images/logo/brand-04.png	(from https://themesflat.co/html/cyfoniihtml/home-v3.html)
20:06:08	3377/3377	---M--	200	added ('OK')	image/png	etag:%22d31-5e8a3e45a7500%22	https://themesflat.co/html/cyfoniihtml/assets/images/logo/brand-05.png	D:/work/themesflat.co/html/cyfoniihtml/assets/images/logo/brand-05.png	(from https://themesflat.co/html/cyfoniihtml/home-v3.html)
20:06:08	2944/2944	---M--	200	added ('OK')	image/png	etag:%22b80-5e8a3e4e3c940%22	https://themesflat.co/html/cyfoniihtml/assets/images/logo/brand-06.png	D:/work/themesflat.co/html/cyfoniihtml/assets/images/logo/brand-06.png	(from https://themesflat.co/html/cyfoniihtml/home-v3.html)
20:06:10	566248/566248	---M--	200	added ('OK')	image/png	etag:%228a3e8-5e9befe6a7140%22	https://themesflat.co/html/cyfoniihtml/assets/images/layouts/team-01.png	D:/work/themesflat.co/html/cyfoniihtml/assets/images/layouts/team-01.png	(from https://themesflat.co/html/cyfoniihtml/home-v3.html)
20:06:10	169313/169313	---M--	200	added ('OK')	image/png	etag:%2229561-5e9befe6a7140%22	https://themesflat.co/html/cyfoniihtml/assets/images/layouts/team-02.png	D:/work/themesflat.co/html/cyfoniihtml/assets/images/layouts/team-02.png	(from https://themesflat.co/html/cyfoniihtml/home-v3.html)
20:06:12	606195/606195	---M--	200	added ('OK')	image/png	etag:%2293ff3-5e9befe79b380%22	https://themesflat.co/html/cyfoniihtml/assets/images/layouts/team-03.png	D:/work/themesflat.co/html/cyfoniihtml/assets/images/layouts/team-03.png	(from https://themesflat.co/html/cyfoniihtml/home-v3.html)
20:06:13	375068/375068	---M--	200	added ('OK')	image/png	etag:%225b91c-5e9befe88f5c0%22	https://themesflat.co/html/cyfoniihtml/assets/images/layouts/team-04.png	D:/work/themesflat.co/html/cyfoniihtml/assets/images/layouts/team-04.png	(from https://themesflat.co/html/cyfoniihtml/home-v3.html)
20:06:14	368693/368693	---M--	200	added ('OK')	image/png	etag:%225a035-5e9befe88f5c0%22	https://themesflat.co/html/cyfoniihtml/assets/images/layouts/team-05.png	D:/work/themesflat.co/html/cyfoniihtml/assets/images/layouts/team-05.png	(from https://themesflat.co/html/cyfoniihtml/home-v3.html)
20:06:16	789202/789202	---M--	200	added ('OK')	image/png	etag:%22c0ad2-5e9befea77a40%22	https://themesflat.co/html/cyfoniihtml/assets/images/layouts/team-06.png	D:/work/themesflat.co/html/cyfoniihtml/assets/images/layouts/team-06.png	(from https://themesflat.co/html/cyfoniihtml/home-v3.html)
20:06:16	239983/239983	---M--	200	added ('OK')	image/png	etag:%223a96f-5e9befea77a40%22	https://themesflat.co/html/cyfoniihtml/assets/images/layouts/team-07.png	D:/work/themesflat.co/html/cyfoniihtml/assets/images/layouts/team-07.png	(from https://themesflat.co/html/cyfoniihtml/home-v3.html)
20:06:16	1426/1426	---M--	200	added ('OK')	image/png	etag:%22592-5e8aff206b540%22	https://themesflat.co/html/cyfoniihtml/assets/images/icon/quote.png	D:/work/themesflat.co/html/cyfoniihtml/assets/images/icon/quote.png	(from https://themesflat.co/html/cyfoniihtml/home-v3.html)
20:06:17	149519/149519	---M--	200	added ('OK')	image/png	etag:%222480f-5e9bef0595e40%22	https://themesflat.co/html/cyfoniihtml/assets/images/layouts/avt-03.png	D:/work/themesflat.co/html/cyfoniihtml/assets/images/layouts/avt-03.png	(from https://themesflat.co/html/cyfoniihtml/home-v3.html)
20:06:17	101715/101715	---M--	200	added ('OK')	image/png	etag:%2218d53-5e9bef04a1c00%22	https://themesflat.co/html/cyfoniihtml/assets/images/layouts/avt-02.png	D:/work/themesflat.co/html/cyfoniihtml/assets/images/layouts/avt-02.png	(from https://themesflat.co/html/cyfoniihtml/home-v3.html)
20:06:19	38797/38797	---M--	200	added ('OK')	image/png	etag:%22978d-5e9bef79ef0c0%22	https://themesflat.co/html/cyfoniihtml/assets/images/layouts/couter.png	D:/work/themesflat.co/html/cyfoniihtml/assets/images/layouts/couter.png	(from https://themesflat.co/html/cyfoniihtml/home-v3.html)
20:06:19	437588/437588	---M--	200	added ('OK')	image/png	etag:%226ad54-5e9bef068a080%22	https://themesflat.co/html/cyfoniihtml/assets/images/layouts/avt-04.png	D:/work/themesflat.co/html/cyfoniihtml/assets/images/layouts/avt-04.png	(from https://themesflat.co/html/cyfoniihtml/home-v3.html)
20:06:20	84391/84391	---M--	200	added ('OK')	image/png	etag:%22149a7-5e9bef7806c40%22	https://themesflat.co/html/cyfoniihtml/assets/images/layouts/blog-01.png	D:/work/themesflat.co/html/cyfoniihtml/assets/images/layouts/blog-01.png	(from https://themesflat.co/html/cyfoniihtml/home-v3.html)
20:06:21	263451/263451	---M--	200	added ('OK')	image/png	etag:%224051b-5e9bef78fae80%22	https://themesflat.co/html/cyfoniihtml/assets/images/layouts/blog-02.png	D:/work/themesflat.co/html/cyfoniihtml/assets/images/layouts/blog-02.png	(from https://themesflat.co/html/cyfoniihtml/home-v3.html)
20:06:21	104139/104139	---M--	200	added ('OK')	image/png	etag:%22196cb-5e9bef7ccb780%22	https://themesflat.co/html/cyfoniihtml/assets/images/layouts/img-faq.png	D:/work/themesflat.co/html/cyfoniihtml/assets/images/layouts/img-faq.png	(from https://themesflat.co/html/cyfoniihtml/home-v3.html)
20:06:22	135232/135232	---M--	200	added ('OK')	image/png	etag:%2221040-5e9bef79ef0c0%22	https://themesflat.co/html/cyfoniihtml/assets/images/layouts/blog-03.png	D:/work/themesflat.co/html/cyfoniihtml/assets/images/layouts/blog-03.png	(from https://themesflat.co/html/cyfoniihtml/home-v3.html)
20:06:22	4863/4863	---M--	200	added ('OK')	application/javascript	etag:%2212ff-5d4f84e86fa80%22	https://themesflat.co/html/cyfoniihtml/app/js/jquery.easing.js	D:/work/themesflat.co/html/cyfoniihtml/app/js/jquery.easing.js	(from https://themesflat.co/html/cyfoniihtml/home-v3.html)
20:06:22	89503/89503	---M--	200	added ('OK')	application/javascript	etag:%2215d9f-5d823a5d1d340%22	https://themesflat.co/html/cyfoniihtml/app/js/jquery.min.js	D:/work/themesflat.co/html/cyfoniihtml/app/js/jquery.min.js	(from https://themesflat.co/html/cyfoniihtml/home-v3.html)
20:06:23	2581/2581	---M--	200	added ('OK')	application/javascript	etag:%22a15-5e7f9a6087b80%22	https://themesflat.co/html/cyfoniihtml/app/js/countto.js	D:/work/themesflat.co/html/cyfoniihtml/app/js/countto.js	(from https://themesflat.co/html/cyfoniihtml/home-v3.html)
20:06:23	615148/615148	---M--	200	added ('OK')	application/javascript	etag:%22962ec-5eabcd5f66800%22	https://themesflat.co/html/cyfoniihtml/app/js/plugins.js	D:/work/themesflat.co/html/cyfoniihtml/app/js/plugins.js	(from https://themesflat.co/html/cyfoniihtml/home-v3.html)
20:06:24	63430/63430	---M--	200	added ('OK')	application/javascript	etag:%22f7c6-5d76a21da1980%22	https://themesflat.co/html/cyfoniihtml/app/js/bootstrap.min.js	D:/work/themesflat.co/html/cyfoniihtml/app/js/bootstrap.min.js	(from https://themesflat.co/html/cyfoniihtml/home-v3.html)
20:06:24	12820/12820	---M--	200	added ('OK')	application/javascript	etag:%223214-5eabd5480d0c0%22	https://themesflat.co/html/cyfoniihtml/app/js/app.js	D:/work/themesflat.co/html/cyfoniihtml/app/js/app.js	(from https://themesflat.co/html/cyfoniihtml/home-v3.html)
20:06:25	5420/5420	---M--	200	added ('OK')	application/javascript	etag:%22152c-5d99e62f77d00%22	https://themesflat.co/html/cyfoniihtml/app/js/count-down.js	D:/work/themesflat.co/html/cyfoniihtml/app/js/count-down.js	(from https://themesflat.co/html/cyfoniihtml/home-v3.html)
20:06:25	14239/14239	---M--	200	added ('OK')	application/javascript	etag:%22379f-5d934a6d42100%22	https://themesflat.co/html/cyfoniihtml/app/js/aos.js	D:/work/themesflat.co/html/cyfoniihtml/app/js/aos.js	(from https://themesflat.co/html/cyfoniihtml/home-v3.html)
20:06:26	9809/9809	---M--	200	added ('OK')	application/javascript	etag:%222651-5ee2e48b0b5c0%22	https://themesflat.co/html/cyfoniihtml/app/js/swiper.js	D:/work/themesflat.co/html/cyfoniihtml/app/js/swiper.js	(from https://themesflat.co/html/cyfoniihtml/home-v3.html)
20:06:26	135867/135867	---M--	200	added ('OK')	application/javascript	etag:%22212bb-5d934bde547c0%22	https://themesflat.co/html/cyfoniihtml/app/js/swiper-bundle.min.js	D:/work/themesflat.co/html/cyfoniihtml/app/js/swiper-bundle.min.js	(from https://themesflat.co/html/cyfoniihtml/home-v3.html)
20:06:27	7660/7660	---M--	200	added ('OK')	text/css	etag:%221dec-5e98a08166f80%22	https://themesflat.co/html/cyfoniihtml/assets/style.css	D:/work/themesflat.co/html/cyfoniihtml/assets/style.css	(from https://themesflat.co/html/cyfoniihtml/app/dist/app.css)
20:06:27	163873/163873	---M--	200	added ('OK')	text/css	etag:%2228021-5cdec881affc0%22	https://themesflat.co/html/cyfoniihtml/app/bootstrap/css/bootstrap.min.css	D:/work/themesflat.co/html/cyfoniihtml/app/bootstrap/css/bootstrap.min.css	(from https://themesflat.co/html/cyfoniihtml/app/dist/app.css)
20:06:29	82909/82909	---M-Z	404	error ('Not%20Found')	text/html	date:Fri,%2014%20Jul%202023%2014:36:28%20GMT	https://themesflat.co/html/assets/images/background/bg-banner.png	D:/work/themesflat.co/html/assets/images/background/bg-banner.png	(from https://themesflat.co/html/cyfoniihtml/app/dist/app.css)
20:06:31	82909/82909	---M-Z	404	error ('Not%20Found')	text/html	date:Fri,%2014%20Jul%202023%2014:36:31%20GMT	https://themesflat.co/html/assets/images/icon/Line.png	D:/work/themesflat.co/html/assets/images/icon/Line.45.delayed	(from https://themesflat.co/html/cyfoniihtml/app/dist/app.css)
20:06:34	82909/82909	---M-Z	404	error ('Not%20Found')	text/html	date:Fri,%2014%20Jul%202023%2014:36:34%20GMT	https://themesflat.co/html/assets/images/background/bg-banner-2.png	D:/work/themesflat.co/html/assets/images/background/bg-banner-2.46.delayed	(from https://themesflat.co/html/cyfoniihtml/app/dist/app.css)
20:06:37	82909/82909	---M-Z	404	error ('Not%20Found')	text/html	date:Fri,%2014%20Jul%202023%2014:36:37%20GMT	https://themesflat.co/html/assets/images/layouts/pattern.png	D:/work/themesflat.co/html/assets/images/layouts/pattern.47.delayed	(from https://themesflat.co/html/cyfoniihtml/app/dist/app.css)
20:06:40	82909/82909	---M-Z	404	error ('Not%20Found')	text/html	date:Fri,%2014%20Jul%202023%2014:36:40%20GMT	https://themesflat.co/html/assets/images/background/join.png	D:/work/themesflat.co/html/assets/images/background/join.48.delayed	(from https://themesflat.co/html/cyfoniihtml/app/dist/app.css)
20:06:43	82909/82909	---M-Z	404	error ('Not%20Found')	text/html	date:Fri,%2014%20Jul%202023%2014:36:42%20GMT	https://themesflat.co/html/assets/images/background/recent.png	D:/work/themesflat.co/html/assets/images/background/recent.49.delayed	(from https://themesflat.co/html/cyfoniihtml/app/dist/app.css)
20:06:46	82909/82909	---M-Z	404	error ('Not%20Found')	text/html	date:Fri,%2014%20Jul%202023%2014:36:46%20GMT	https://themesflat.co/html/assets/images/background/recent-2.png	D:/work/themesflat.co/html/assets/images/background/recent-2.4a.delayed	(from https://themesflat.co/html/cyfoniihtml/app/dist/app.css)
20:06:48	82909/82909	---M-Z	404	error ('Not%20Found')	text/html	date:Fri,%2014%20Jul%202023%2014:36:49%20GMT	https://themesflat.co/html/assets/images/background/watch.png	D:/work/themesflat.co/html/assets/images/background/watch.4b.delayed	(from https://themesflat.co/html/cyfoniihtml/app/dist/app.css)
20:06:49	62359/62359	---M--	200	added ('OK')	text/css	etag:%22f397-5c16925798100%22	https://themesflat.co/html/cyfoniihtml/app/dist/animate.css	D:/work/themesflat.co/html/cyfoniihtml/app/dist/animate.css	(from https://themesflat.co/html/cyfoniihtml/index.html)
20:06:51	5755/5755	---M--	200	added ('OK')	image/png	etag:%22167b-5e81f58cccbc0%22	https://themesflat.co/html/cyfoniihtml/assets/images/icon/icon-01.png	D:/work/themesflat.co/html/cyfoniihtml/assets/images/icon/icon-01.png	(from https://themesflat.co/html/cyfoniihtml/index.html)
20:06:52	31020/31020	---M--	200	added ('OK')	image/png	etag:%22792c-5e9bef03ad9c0%22	https://themesflat.co/html/cyfoniihtml/assets/images/layouts/avt-01.png	D:/work/themesflat.co/html/cyfoniihtml/assets/images/layouts/avt-01.png	(from https://themesflat.co/html/cyfoniihtml/index.html)
20:06:52	116441/116441	---M--	200	added ('OK')	image/png	etag:%221c6d9-5e9bef0d37040%22	https://themesflat.co/html/cyfoniihtml/assets/images/layouts/banner.png	D:/work/themesflat.co/html/cyfoniihtml/assets/images/layouts/banner.png	(from https://themesflat.co/html/cyfoniihtml/index.html)
20:06:53	148738/148738	---M--	200	added ('OK')	image/png	etag:%2224502-5e9beefee8e80%22	https://themesflat.co/html/cyfoniihtml/assets/images/layouts/about-01.png	D:/work/themesflat.co/html/cyfoniihtml/assets/images/layouts/about-01.png	(from https://themesflat.co/html/cyfoniihtml/index.html)
20:06:54	125822/125822	---M--	200	added ('OK')	image/png	etag:%221eb7e-5e9beeffdd0c0%22	https://themesflat.co/html/cyfoniihtml/assets/images/layouts/about-02.png	D:/work/themesflat.co/html/cyfoniihtml/assets/images/layouts/about-02.png	(from https://themesflat.co/html/cyfoniihtml/index.html)
20:06:55	171692/171692	---M--	200	added ('OK')	image/png	etag:%2229eac-5e9bef00d1300%22	https://themesflat.co/html/cyfoniihtml/assets/images/layouts/about-03.png	D:/work/themesflat.co/html/cyfoniihtml/assets/images/layouts/about-03.png	(from https://themesflat.co/html/cyfoniihtml/index.html)
20:06:56	122468/122468	---M--	200	added ('OK')	image/png	etag:%221de64-5e9bef01c5540%22	https://themesflat.co/html/cyfoniihtml/assets/images/layouts/about-04.png	D:/work/themesflat.co/html/cyfoniihtml/assets/images/layouts/about-04.png	(from https://themesflat.co/html/cyfoniihtml/index.html)
20:06:59	94045/94045	---M--	200	added ('OK')	image/png	etag:%2216f5d-5e9bef02b9780%22	https://themesflat.co/html/cyfoniihtml/assets/images/layouts/about-05.png	D:/work/themesflat.co/html/cyfoniihtml/assets/images/layouts/about-05.png	(from https://themesflat.co/html/cyfoniihtml/index.html)
20:06:59	104157/104157	---M--	200	added ('OK')	image/png	etag:%22196dd-5e9bef81902c0%22	https://themesflat.co/html/cyfoniihtml/assets/images/layouts/portfolio.png	D:/work/themesflat.co/html/cyfoniihtml/assets/images/layouts/portfolio.png	(from https://themesflat.co/html/cyfoniihtml/index.html)
20:07:01	69210/69210	---M--	200	added ('OK')	image/png	etag:%2210e5a-5e9dc61890580%22	https://themesflat.co/html/cyfoniihtml/assets/images/background/line.png	D:/work/themesflat.co/html/cyfoniihtml/assets/images/background/line.png	(from https://themesflat.co/html/cyfoniihtml/index.html)
20:07:02	28874/28874	---M--	200	added ('OK')	image/png	etag:%2270ca-5e9bef7ae3300%22	https://themesflat.co/html/cyfoniihtml/assets/images/layouts/create.png	D:/work/themesflat.co/html/cyfoniihtml/assets/images/layouts/create.png	(from https://themesflat.co/html/cyfoniihtml/index.html)
20:07:02	11224/11224	---M--	200	added ('OK')	application/javascript	etag:%222bd8-5c168880f0ac0%22	https://themesflat.co/html/cyfoniihtml/app/js/jquery-migrate.min.js	D:/work/themesflat.co/html/cyfoniihtml/app/js/jquery-migrate.min.js	(from https://themesflat.co/html/cyfoniihtml/index.html)
20:07:02	8415/8415	---M--	200	added ('OK')	application/javascript	etag:%2220df-5c16888b6e380%22	https://themesflat.co/html/cyfoniihtml/app/js/wow.min.js	D:/work/themesflat.co/html/cyfoniihtml/app/js/wow.min.js	(from https://themesflat.co/html/cyfoniihtml/index.html)
20:07:03	218219/218219	---M--	200	added ('OK')	image/png	etag:%223546b-5e9bef0d37040%22	https://themesflat.co/html/cyfoniihtml/assets/images/layouts/banner-01.png	D:/work/themesflat.co/html/cyfoniihtml/assets/images/layouts/banner-01.png	(from https://themesflat.co/html/cyfoniihtml/home-v2.html)
20:07:03	314913/314913	---M--	200	added ('OK')	image/png	etag:%224ce21-5e9bef077e2c0%22	https://themesflat.co/html/cyfoniihtml/assets/images/layouts/avt-05.png	D:/work/themesflat.co/html/cyfoniihtml/assets/images/layouts/avt-05.png	(from https://themesflat.co/html/cyfoniihtml/home-v2.html)
